The underlying securities code,The underlying securities referred to,Today financing balance (yuan),Today financing the purchase amount (yuan),Today financing repayments (yuan),Today's trading margin,Today the amount of short selling,Today margin to repay the amount,date,name,Closing price,Highest Price,Lowest,Opening price,Before closing,Change Amount,Quote change,Turnover,Volume,Turnover,The total market capitalization,Market capitalization
600111,Baotou Steel Rare Earth,2319565317,256343299,189435826,660580,1309497,1359087,2014-08-12,Baotou Steel Rare Earth,24.06,24.58,23.94,24.21,24.15,-0.09,-0.3727,3.1449,46528322,1126926368,58274378640,35596044687
600111,Baotou Steel Rare Earth,2350246217,214800803,184119902,704280,2058188,2014488,2014-08-13,Baotou Steel Rare Earth,23.93,24.07,23.45,24.05,24.06,-0.13,-0.5403,2.9043,42968622,1019716947,57959512920,35403713606
600111,Baotou Steel Rare Earth,2399953199,186992630,137285648,587780,1621618,1738118,2014-08-14,Baotou Steel Rare Earth,23.26,23.97,23.17,23.88,23.93,-0.67,-2.7998,2.5056,37069547,873663533,56336743440,34412468804
600111,Baotou Steel Rare Earth,2440690874,166964789,126227114,588880,1356934,1355834,2014-08-15,Baotou Steel Rare Earth,23.34,23.56,23.2,23.23,23.26,0.08,0.3439,2.1467,31760298,741431154,56530506960,34530826392
600111,Baotou Steel Rare Earth,2426350064,108689501,123030311,618380,1292015,1262515,2014-08-18,Baotou Steel Rare Earth,23.35,23.55,23.21,23.38,23.34,0.01,0.0428,1.8858,27899390,651965983,56554727400,34545621091
600111,Baotou Steel Rare Earth,2404842781,187395092,208902376,582912,1273883,1309351,2014-08-19,Baotou Steel Rare Earth,23.16,23.44,22.91,23.36,23.35,-0.19,-0.8137,2.7754,41060895,948192954,56094539040,34264521819
600111,Baotou Steel Rare Earth,2394139344,127142232,137845669,599780,1371767,1354899,2014-08-20,Baotou Steel Rare Earth,23.17,23.37,23.05,23.05,23.16,0.01,0.0432,1.8997,28104876,652066984,56118759480,34279316517
600111,Baotou Steel Rare Earth,2421018626,175687886,148808604,550196,1155465,1205049,2014-08-21,Baotou Steel Rare Earth,22.71,23.38,22.58,23.2,23.17,-0.46,-1.9853,2.6182,38734774,889582442,55004619240,33598760384
600111,Baotou Steel Rare Earth,2394027544,112348502,136966396,505096,526743,556243,2014-08-22,Baotou Steel Rare Earth,22.64,22.79,22.5,22.69,22.71,-0.07,-0.3082,1.7919,26510010,599161637,54835076160,33495197495
600111,Baotou Steel Rare Earth,2453211061,252833937,193650420,556860,3050351,2998587,2014-08-25,Baotou Steel Rare Earth,23.02,23.39,22.22,22.63,22.64,0.38,1.6784,3.5858,53050529,1211358030,55755452880,34057396039
600111,Baotou Steel Rare Earth,2430727426,124911270,147394905,500696,1507883,1564047,2014-08-26,Baotou Steel Rare Earth,22.35,23.19,22.28,22.75,23.02,-0.67,-2.9105,1.9623,29032103,659824837,54132683400,33066151237
600111,Baotou Steel Rare Earth,2422210288,191961316,200478454,469130,2481370,2512936,2014-08-27,Baotou Steel Rare Earth,22.31,22.79,21.81,22.24,22.35,-0.04,-0.179,2.5526,37765078,838210389,54035801640,33006972443
600111,Baotou Steel Rare Earth,2465341849,133262200,90130639,476930,726250,718450,2014-08-28,Baotou Steel Rare Earth,21.97,22.43,21.92,22.21,22.31,-0.34,-1.524,1.4364,21250735,470460048,53212306680,32503952692
600111,Baotou Steel Rare Earth,2498414289,183582016,150509576,463680,2339546,2352796,2014-08-29,Baotou Steel Rare Earth,22.37,22.55,21.8,22.01,21.97,0.4,1.8207,1.8287,27055797,601046574,54181124280,33095740634
600111,Baotou Steel Rare Earth,2458851387,135817966,175380868,468390,1737690,1732980,2014-09-01,Baotou Steel Rare Earth,22.41,22.46,22.1,22.28,22.37,0.04,0.1788,1.788,26453180,590638561,54278006040,33154919428
600111,Baotou Steel Rare Earth,2435307818,146720348,170263917,492580,1422584,1398394,2014-09-02,Baotou Steel Rare Earth,22.69,22.76,22.29,22.44,22.41,0.28,1.2494,2.2967,33979471,764956032,54956178360,33569170987
600111,Baotou Steel Rare Earth,2477901877,238008708,200030401,476484,1748155,1764251,2014-09-03,Baotou Steel Rare Earth,22.77,23.1,22.63,22.71,22.69,0.08,0.3526,2.9665,43888784,1002244253,55149941880,33687528576
600111,Baotou Steel Rare Earth,2490062272,150036517,137876122,466680,515075,524879,2014-09-04,Baotou Steel Rare Earth,22.78,22.85,22.6,22.81,22.77,0.01,0.0439,1.8595,27511258,624485737,55174162320,33702323274
600111,Baotou Steel Rare Earth,2467703007,157112788,179472053,432715,1380151,1414116,2014-09-05,Baotou Steel Rare Earth,22.95,23.09,22.66,22.83,22.78,0.17,0.7463,2.4647,36463979,836183332,55585909800,33953833149
600111,Baotou Steel Rare Earth,2435944874,116931432,148689565,423815,512205,521105,2014-09-09,Baotou Steel Rare Earth,22.79,23.09,22.73,22.96,22.95,-0.16,-0.6972,1.706,25239157,576230677,55198382760,33717117973
600111,Baotou Steel Rare Earth,2397816479,200097397,238225792,429915,1505178,1499078,2014-09-10,Baotou Steel Rare Earth,22.89,23.27,22.8,22.8,22.79,0.1,0.4388,2.7931,41323593,951501110,55440587160,33865064958
600111,Baotou Steel Rare Earth,2408145748,182479894,172150625,458515,848300,819700,2014-09-11,Baotou Steel Rare Earth,22.48,22.99,22.45,22.9,22.89,-0.41,-1.7912,2.5681,37994501,863042819,54447549120,33258482318
600111,Baotou Steel Rare Earth,2400405855,123992302,131454606,453517,1019625,1018623,2014-09-12,Baotou Steel Rare Earth,22.49,22.5,22.16,22.41,22.48,0.01,0.0445,1.8531,27415636,611573902,54471769560,33273277017
600111,Baotou Steel Rare Earth,2407386936,148335644,141354563,446015,2210165,2217667,2014-09-15,Baotou Steel Rare Earth,22.6,22.72,22.18,22.5,22.49,0.11,0.4891,2.2389,33124436,743556451,54738194400,33436018700
600111,Baotou Steel Rare Earth,2410369212,139015588,136033313,453715,1524006,1516306,2014-09-16,Baotou Steel Rare Earth,21.92,22.64,21.86,22.6,22.6,-0.68,-3.0088,2.2922,33912100,754513517,53091204480,32429979200
600111,Baotou Steel Rare Earth,2401886509,77426880,85909583,432915,730073,750873,2014-09-17,Baotou Steel Rare Earth,22.04,22.16,21.82,21.95,21.92,0.12,0.5474,1.3883,20540053,451446071,53381849760,32607515582
600111,Baotou Steel Rare Earth,2409669685,94620576,86837400,408915,519487,543487,2014-09-18,Baotou Steel Rare Earth,22.01,22.13,21.85,22.04,22.04,-0.03,-0.1361,1.3909,20577252,452055490,53309188440,32563131487
600111,Baotou Steel Rare Earth,2449082175,124847572,85435082,409515,310233,309633,2014-09-19,Baotou Steel Rare Earth,22.1,22.14,21.92,22.01,22.01,0.09,0.4089,1.2687,18769461,413593364,53527172400,32696283773
600111,Baotou Steel Rare Earth,2434468227,85840615,100454563,334715,782537,857337,2014-09-22,Baotou Steel Rare Earth,21.49,22.09,21.43,22.09,22.1,-0.61,-2.7602,1.568,23198570,503100796,52049725560,31793807163
600111,Baotou Steel Rare Earth,2412031729,109555906,131992404,369615,231700,196800,2014-09-23,Baotou Steel Rare Earth,21.5,21.6,21.37,21.45,21.49,0.01,0.0465,1.5845,23441539,503390577,52073946000,31808601861
600111,Baotou Steel Rare Earth,2359184142,122712899,175560486,356915,2941636,2954336,2014-09-24,Baotou Steel Rare Earth,21.91,21.98,21.33,21.48,21.5,0.41,1.907,2.2472,33247374,723680704,53066984040,32415184501
600111,Baotou Steel Rare Earth,2328109443,137241127,168315826,350215,2088160,2094860,2014-09-25,Baotou Steel Rare Earth,22.01,22.27,21.82,21.93,21.91,0.1,0.4564,2.2794,33722909,742464805,53309188440,32563131487
600111,Baotou Steel Rare Earth,2304949552,62849059,86008950,293315,388940,445840,2014-09-26,Baotou Steel Rare Earth,21.86,21.98,21.73,21.96,22.01,-0.15,-0.6815,1.152,17043889,372350672,52945881840,32341211008
600111,Baotou Steel Rare Earth,2331135999,130778617,104592170,325575,281150,248890,2014-09-29,Baotou Steel Rare Earth,21.69,21.94,21.63,21.91,21.86,-0.17,-0.7777,1.7347,25664776,558194327,52534134360,32089701133
600111,Baotou Steel Rare Earth,2278617109,73856327,126375217,282615,491727,534687,2014-09-30,Baotou Steel Rare Earth,21.81,21.96,21.71,21.8,21.69,0.12,0.5533,1.2985,19211544,419916376,52824779640,32267237516
600111,Baotou Steel Rare Earth,2292289479,100344491,86672121,279315,444756,448056,2014-10-08,Baotou Steel Rare Earth,21.98,22.04,21.81,21.82,21.81,0.17,0.7795,1.3453,19903085,436223822,53236527120,32518747391
600111,Baotou Steel Rare Earth,2305287363,192057319,179059435,317215,3169288,3131388,2014-10-09,Baotou Steel Rare Earth,22.41,22.44,21.88,21.98,21.98,0.43,1.9563,3.1349,46380366,1028627991,54278006040,33154919428
600111,Baotou Steel Rare Earth,2293850576,139423846,150860633,277216,409700,449699,2014-10-10,Baotou Steel Rare Earth,22.03,22.35,21.96,22.35,22.41,-0.38,-1.6957,2.0176,29849527,660114559,53357629320,32592720884
600111,Baotou Steel Rare Earth,2332837209,245807703,206821070,331116,2965010,2911110,2014-10-13,Baotou Steel Rare Earth,22.63,22.64,22.21,22.21,22.03,0.6,2.7236,4.2178,62401181,1404535823,54810855720,33480402796
600111,Baotou Steel Rare Earth,2329143555,134165978,137859632,363416,898059,865759,2014-10-14,Baotou Steel Rare Earth,22.46,22.74,22.31,22.68,22.63,-0.17,-0.7512,2.2849,33805102,761187087,54399108240,33228892921
600111,Baotou Steel Rare Earth,2335013531,105456225,99586249,336266,676258,703408,2014-10-15,Baotou Steel Rare Earth,22.33,22.6,22.08,22.49,22.46,-0.13,-0.5788,1.5831,23421221,521679544,54084242520,33036561840
600111,Baotou Steel Rare Earth,2298180592,101779513,138612452,392466,483943,427743,2014-10-16,Baotou Steel Rare Earth,21.82,22.25,21.8,22.15,22.33,-0.51,-2.2839,1.8322,27106774,597568454,52849000080,32282032214
600111,Baotou Steel Rare Earth,2294014863,99176343,103342072,370316,2584499,2606649,2014-10-17,Baotou Steel Rare Earth,21.93,22.3,21.51,21.75,21.82,0.11,0.5041,1.818,26896695,588363793,53115424920,32444773898
600111,Baotou Steel Rare Earth,2303997693,55373291,45390461,401016,176200,145500,2014-10-20,Baotou Steel Rare Earth,21.86,22.02,21.78,21.99,21.93,-0.07,-0.3192,0.9619,14230984,311050184,52945881840,32341211008
600111,Baotou Steel Rare Earth,2305928424,74646875,72716144,361016,327330,367330,2014-10-21,Baotou Steel Rare Earth,21.42,21.74,21.4,21.74,21.86,-0.44,-2.0128,1.3831,20463131,441768408,51880182480,31690244273
600111,Baotou Steel Rare Earth,2311778495,64647542,58797471,399990,307489,268515,2014-10-22,Baotou Steel Rare Earth,21.14,21.58,21.13,21.42,21.42,-0.28,-1.3072,1.1713,17328327,370236754,51202010160,31275992714
600111,Baotou Steel Rare Earth,2323289854,95658900,84147541,321790,865759,943959,2014-10-23,Baotou Steel Rare Earth,20.62,21.25,20.42,21.14,21.14,-0.52,-2.4598,1.7155,25380172,527425017,49942547280,30506668390
600111,Baotou Steel Rare Earth,2310510432,48794888,61574310,339101,799859,782548,2014-10-24,Baotou Steel Rare Earth,20.72,20.91,20.61,20.7,20.62,0.1,0.485,1.1158,16507628,342024714,50184751680,30654615375
600111,Baotou Steel Rare Earth,2303782872,63212723,69940283,349742,248600,237959,2014-10-27,Baotou Steel Rare Earth,20.64,20.74,20.43,20.74,20.72,-0.08,-0.3861,0.9129,13505683,277379372,49990988160,30536257787
600111,Baotou Steel Rare Earth,2275623840,61948782,90107814,364601,1219153,1204294,2014-10-28,Baotou Steel Rare Earth,21.08,21.12,20.69,20.69,20.64,0.44,2.1318,1.3512,19990173,418461777,51056687520,31187224522
600111,Baotou Steel Rare Earth,2259459631,86589427,102753636,376101,421854,410354,2014-10-29,Baotou Steel Rare Earth,21.28,21.44,21.07,21.15,21.08,0.2,0.9488,1.7607,26048479,553720388,51541096320,31483118493
600111,Baotou Steel Rare Earth,2240136238,93161914,112485307,380601,1216328,1211828,2014-10-30,Baotou Steel Rare Earth,21.31,21.55,21.11,21.26,21.28,0.03,0.141,1.6823,24888905,531035187,51613757640,31527502589
600111,Baotou Steel Rare Earth,2271175296,265860731,234821673,405232,3328944,3304313,2014-10-31,Baotou Steel Rare Earth,22,22.35,21.15,21.29,21.31,0.69,3.2379,4.1784,61818178,1350177686,53284968000,32548336788
600111,Baotou Steel Rare Earth,2290541789,202817297,183450804,413032,2332691,2324891,2014-11-03,Baotou Steel Rare Earth,21.96,22.29,21.82,22.16,22,-0.04,-0.1818,2.8576,42277729,930303390,53188086240,32489157994
600111,Baotou Steel Rare Earth,2291898113,119641689,118285365,367932,2273731,2318831,2014-11-04,Baotou Steel Rare Earth,21.84,22.1,21.74,21.84,21.96,-0.12,-0.5464,1.8604,27523778,602652153,52897440960,32311621611
600111,Baotou Steel Rare Earth,2294462184,115395920,112831849,375832,915268,907368,2014-11-05,Baotou Steel Rare Earth,21.58,21.99,21.55,21.81,21.84,-0.26,-1.1905,1.5496,22925360,499887096,52267709520,31926959449
600111,Baotou Steel Rare Earth,2301862895,91674342,84273631,380332,713194,708694,2014-11-06,Baotou Steel Rare Earth,21.48,21.7,21.32,21.51,21.58,-0.1,-0.4634,1.3634,20171601,433455330,52025505120,31779012464
600111,Baotou Steel Rare Earth,2303810198,113531807,111584504,357932,1090191,1112591,2014-11-07,Baotou Steel Rare Earth,21.26,21.75,21.21,21.49,21.48,-0.22,-1.0242,1.6391,24249692,521333278,51492655440,31453529096
600111,Baotou Steel Rare Earth,2302656199,130449717,131603716,411132,2692773,2639573,2014-11-10,Baotou Steel Rare Earth,21.6,21.74,21.14,21.28,21.26,0.34,1.5992,2.1429,31703488,680308919,52316150400,31956548846
600111,Baotou Steel Rare Earth,2293591424,211204691,220269466,425432,1528600,1514300,2014-11-11,Baotou Steel Rare Earth,21.39,21.91,21.3,21.59,21.6,-0.21,-0.9722,3.0779,45536188,986171654,51807521160,31645860177
600111,Baotou Steel Rare Earth,2278162117,148679051,164108358,535932,2404339,2293839,2014-11-12,Baotou Steel Rare Earth,21.8,21.84,21.25,21.3,21.39,0.41,1.9168,2.1427,31700283,685654371,52800559200,32252442817
600111,Baotou Steel Rare Earth,2504682161,649733225,423213181,467059,3338470,3407343,2014-11-13,Baotou Steel Rare Earth,22.76,22.88,21.66,21.9,21.8,0.96,4.4037,8.1221,120163940,2694037076,55125721440,33672733877
600111,Baotou Steel Rare Earth,2446524315,265305963,323463809,483231,951838,935666,2014-11-14,Baotou Steel Rare Earth,22.34,22.66,22.1,22.45,22.76,-0.42,-1.8453,3.989,59016639,1317036997,54108462960,33051356538
600111,Baotou Steel Rare Earth,2479298111,222270330,189496534,508631,391100,365700,2014-11-17,Baotou Steel Rare Earth,22.09,22.77,22.01,22.64,22.34,-0.25,-1.1191,2.6692,39489994,878127909,53502951960,32681489075
600111,Baotou Steel Rare Earth,2528765554,218109984,177010472,544531,1717570,1681670,2014-11-18,Baotou Steel Rare Earth,21.88,22.19,21.75,22.03,22.09,-0.21,-0.9507,2.2869,33833636,743443739,52994322720,32370800406
600111,Baotou Steel Rare Earth,2529094597,141180376,140851333,478600,556600,622531,2014-11-19,Baotou Steel Rare Earth,21.7,21.95,21.61,21.81,21.88,-0.18,-0.8227,1.7812,26352253,573140824,52558354800,32104495832
600111,Baotou Steel Rare Earth,2513636383,110791690,127805868,483300,836851,841151,2014-11-20,Baotou Steel Rare Earth,21.76,21.86,21.56,21.62,21.7,0.06,0.2765,1.3431,19870291,432017639,52703677440,32193264023
600111,Baotou Steel Rare Earth,2504613298,185087868,194110953,474800,1266736,1275236,2014-11-21,Baotou Steel Rare Earth,22.01,22.04,21.67,21.78,21.76,0.25,1.1489,1.9144,28322785,620275385,53309188440,32563131487
600111,Baotou Steel Rare Earth,2578970362,406556609,332199545,468800,3080689,3086689,2014-11-24,Baotou Steel Rare Earth,22.29,22.69,21.98,22.3,22.01,0.28,1.2721,4.2361,62672430,1400005193,53987360760,32977383046
600111,Baotou Steel Rare Earth,2660508597,418241150,336702915,507800,3279992,3240992,2014-11-25,Baotou Steel Rare Earth,22.78,22.95,22.1,22.18,22.29,0.49,2.1983,5.1504,76198202,1721194123,55174162320,33702323274
600111,Baotou Steel Rare Earth,2755433618,373630763,278705743,541700,919709,885809,2014-11-26,Baotou Steel Rare Earth,22.51,22.79,22.35,22.73,22.78,-0.27,-1.1853,3.9057,57782942,1301657975,54520210440,33302866414
600111,Baotou Steel Rare Earth,2753266072,440977743,443145289,550700,3330802,3321802,2014-11-27,Baotou Steel Rare Earth,22.81,23.24,22.51,22.6,22.51,0.3,1.3327,6.0826,89990521,2058398646,55246823640,33746707370
600111,Baotou Steel Rare Earth,2706254551,328067328,375078849,540300,868517,878917,2014-11-28,Baotou Steel Rare Earth,22.5,22.95,22.18,22.85,22.81,-0.31,-1.3591,4.1089,60790619,1364915666,54495990000,33288071715
600111,Baotou Steel Rare Earth,2763204014,382804156,325854693,537500,1527872,1530672,2014-12-01,Baotou Steel Rare Earth,22.5,23.1,22.26,22.3,22.5,0.0,0.0,4.4107,65254286,1481036457,54495990000,33288071715
600111,Baotou Steel Rare Earth,2844738045,514425092,432891061,580300,2986892,2944092,2014-12-02,Baotou Steel Rare Earth,22.93,23.16,22.36,22.6,22.5,0.43,1.9111,5.8799,86990880,1984809247,55537468920,33924243752
600111,Baotou Steel Rare Earth,2958386211,989462303,877414779,590000,3341200,3331500,2014-12-03,Baotou Steel Rare Earth,25,25.22,22.76,22.94,22.93,2.07,9.0275,14.5978,215969666,5263052729,60551100000,36986746350
600111,Baotou Steel Rare Earth,3011050751,841354241,792136669,622300,2856907,2826407,2014-12-04,Baotou Steel Rare Earth,25.25,25.64,24.6,25.04,25,0.25,1.0,11.7714,174154042,4371865169,61156611000,37356613814
600111,Baotou Steel Rare Earth,3187395796,748724619,572379574,575700,2592249,2638849,2014-12-05,Baotou Steel Rare Earth,24.11,25.1,23.3,25.09,25.25,-1.14,-4.5149,8.7456,129387826,3148722822,58395480840,35670018180
600111,Baotou Steel Rare Earth,3300609685,644645293,532780913,576300,3238618,3228718,2014-12-08,Baotou Steel Rare Earth,24.94,25.37,23.6,24,24.11,0.83,3.4426,7.8929,116772563,2881326992,60405777360,36897978159
600111,Baotou Steel Rare Earth,3384822497,639171747,554714970,698679,2971052,2848673,2014-12-09,Baotou Steel Rare Earth,24.04,26.39,23.8,24.68,24.94,-0.9,-3.6087,10.8255,160160133,4037799948,58225937760,35566455290
600111,Baotou Steel Rare Earth,3304303854,389142979,445323397,603379,2440969,2541269,2014-12-10,Baotou Steel Rare Earth,24.69,24.96,23.6,24.06,24.04,0.65,2.7038,5.2585,77798110,1896988423,59800266360,36528110695
600111,Baotou Steel Rare Earth,3295252170,466283987,475335671,627579,1707299,1683099,2014-12-11,Baotou Steel Rare Earth,25.06,25.85,24.41,24.7,24.69,0.37,1.4986,5.6617,83763317,2107661034,60696422640,37075514541
600111,Baotou Steel Rare Earth,3203947495,671758680,769699631,527496,2390752,2400956,2014-12-12,Baotou Steel Rare Earth,25.85,27.5,25.83,26.52,25.06,0.79,3.1524,9.5872,141839636,3755856123,62609837400,38244295726
600111,Baotou Steel Rare Earth,3217523011,367438827,353863311,572900,1015416,970012,2014-12-15,Baotou Steel Rare Earth,25.3,25.64,24.98,25.54,25.85,-0.55,-2.1277,4.6438,68703535,1731295451,61277713200,37430587306
600111,Baotou Steel Rare Earth,3228893727,413702220,402331504,530152,1774994,1817742,2014-12-16,Baotou Steel Rare Earth,25.18,25.35,24.48,25.23,25.3,-0.12,-0.4743,5.1005,75459768,1882815253,60987067920,37253050924
600111,Baotou Steel Rare Earth,3238997738,407455420,397351409,486551,758590,802191,2014-12-17,Baotou Steel Rare Earth,24.45,25.01,24.12,25,25.18,-0.73,-2.8991,4.7173,69790608,1713933770,59218975800,36173037930
600111,Baotou Steel Rare Earth,3263671233,602954635,576953274,535974,3158950,3107227,2014-12-18,Baotou Steel Rare Earth,25.58,26.5,24.45,24.45,24.45,1.13,4.6217,8.1741,120933034,3096266472,61955885520,37844838865
600111,Baotou Steel Rare Earth,3202871666,380254574,441054141,524009,2577110,2589075,2014-12-19,Baotou Steel Rare Earth,25.39,25.99,25.01,25.56,25.58,-0.19,-0.7428,5.6556,83673500,2135171675,61495697160,37563739593
600111,Baotou Steel Rare Earth,3210765937,399581910,391687639,491609,1735028,1767428,2014-12-22,Baotou Steel Rare Earth,25.13,26.56,24.92,25.8,25.39,-0.26,-1.024,6.0496,89502445,2303894442,60865965720,37179077431
600111,Baotou Steel Rare Earth,3212003795,356742624,359100593,490909,3295520,3296220,2014-12-23,Baotou Steel Rare Earth,24.84,26,23.98,24.79,25.13,-0.29,-1.154,5.1045,75519201,1900705944,60163572960,36750031173
600111,Baotou Steel Rare Earth,3216147973,204955468,200811290,482509,1627738,1636138,2014-12-24,Baotou Steel Rare Earth,25.04,25.45,24.28,24.85,24.84,0.2,0.8052,3.2358,47872821,1189453147,60647981760,37045925144
600111,Baotou Steel Rare Earth,3276975614,365996605,317504481,644153,3002937,2837493,2014-12-25,Baotou Steel Rare Earth,25.6,25.7,24.58,25.03,25.04,0.56,2.2364,4.6481,68767857,1734137200,62004326400,37874428262
600111,Baotou Steel Rare Earth,3329407395,560006445,507574664,567209,2803229,2880173,2014-12-26,Baotou Steel Rare Earth,26.22,26.55,25.75,25.78,25.6,0.62,2.4219,7.7016,113942842,2984027391,63505993680,38791699572
600111,Baotou Steel Rare Earth,3513639554,757879288,573505481,680709,2910862,2797362,2014-12-29,Baotou Steel Rare Earth,26.76,27.36,25.85,26.22,26.22,0.54,2.0595,7.9097,117021224,3123573196,64813897440,39590613293
600111,Baotou Steel Rare Earth,3564176552,432903029,382366031,523709,1246744,1403744,2014-12-30,Baotou Steel Rare Earth,25.82,27.08,25.8,26.88,26.76,-0.94,-3.5127,5.1582,76313723,2004718620,62537176080,38199911630
600111,Baotou Steel Rare Earth,3489400363,263205048,324985792,482309,1003147,1042547,2014-12-31,Baotou Steel Rare Earth,25.88,26.2,25.3,25.82,25.82,0.06,0.2324,3.6463,53946174,1385530834,62682498720,38288679822
600111,Baotou Steel Rare Earth,3777777006,1125193252,836816609,646209,3162681,2998781,2015-01-05,Baotou Steel Rare Earth,28.47,28.47,25.9,25.91,25.88,2.59,10.0077,13.6744,202308066,5572489111,68955592680,42120506743
600111,Baotou Steel Rare Earth,3699014787,817345312,895792636,603158,976200,1019251,2015-01-06,Baotou Steel Rare Earth,27.68,28.8,27.43,28.8,28.47,-0.79,-2.7749,9.846,145668135,4077940784,67042177920,40951725559
600111,Baotou Steel Rare Earth,3717443382,543993731,525565136,639458,2650090,2613790,2015-01-07,Baotou Steel Rare Earth,27.79,28.74,27.3,27.59,27.68,0.11,0.3974,6.4157,94918606,2663349456,67308602760,41114467243
600111,Baotou Steel Rare Earth,3763789632,413687953,367341703,592100,1813069,1860427,2015-01-08,Baotou Steel Rare Earth,26.89,27.93,26.69,27.8,27.79,-0.9,-3.2386,4.7538,70331635,1907737154,65128763160,39782944374
600111,Baotou Steel Rare Earth,3674285216,325480223,414984639,606640,1627348,1612808,2015-01-09,Baotou Steel Rare Earth,26.35,27.43,26.3,26.92,26.89,-0.54,-2.0082,4.316,63854406,1719419822,63820859400,38984030653
600111,Baotou Steel Rare Earth,3704259919,288383156,258408453,583961,1065354,1088033,2015-01-12,Baotou Steel Rare Earth,26.4,26.75,25.9,26.1,26.35,0.05,0.1898,3.2911,48690642,1280157318,63941961600,39058004146
600111,Baotou Steel Rare Earth,3673129012,164565894,195696801,566509,1190826,1208278,2015-01-13,Baotou Steel Rare Earth,26.49,26.7,26.1,26.31,26.4,0.09,0.3409,2.2976,33992890,897719060,64159945560,39191156433
600111,Baotou Steel Rare Earth,3689286766,320251632,304093878,560200,2775694,2782003,2015-01-14,Baotou Steel Rare Earth,25.17,26.65,25.02,26.55,26.49,-1.32,-4.983,3.9413,58310939,1499743380,60962847480,37238256225
600111,Baotou Steel Rare Earth,3745584466,275228056,216934588,505351,872634,925883,2015-01-15,Baotou Steel Rare Earth,25.59,25.6,24.77,25.3,25.17,0.42,1.6687,3.1481,46574886,1172697449,61980105960,37859633564
600111,Baotou Steel Rare Earth,3682990054,241034022,303628434,505800,1313557,1313108,2015-01-16,Baotou Steel Rare Earth,25.71,26.2,25.62,25.9,25.59,0.12,0.4689,3.0113,44550547,1151139225,62270751240,38037169946
600111,Northern Rare Earth,3556636973,260577303,386930384,456271,2079199,2128728,2015-01-19,Baotou Steel Rare Earth,23.96,25.15,23.7,24.5,25.71,-1.75,-6.8067,4.1266,61051757,1492375830,58032174240,35448097702
600111,Northern Rare Earth,3464502666,197386303,289520610,499700,798599,755170,2015-01-20,Northern Rare Earth,24.52,24.67,24.04,24.04,23.96,0.56,2.3372,2.8611,42329366,1034623359,59388518880,36276600820
600111,Northern Rare Earth,3456812679,338302005,345980132,526703,3368763,3341760,2015-01-21,Northern Rare Earth,25.64,26.09,24.53,24.54,24.52,1.12,4.5677,4.7282,69952730,1776867834,62101208160,37933607057
600111,Northern Rare Earth,3450946931,370097711,375138439,619900,2458120,2364923,2015-01-22,Northern Rare Earth,26.12,26.78,25.35,25.5,25.64,0.48,1.8721,5.4558,80716606,2118083673,63263789280,38643752587
600111,Northern Rare Earth,3395340701,353054389,408748555,513400,1890088,2006488,2015-01-23,Northern Rare Earth,25.94,26.82,25.6,26.5,26.12,-0.18,-0.6891,4.4881,66399921,1739612146,62827821360,38377448013
600111,Northern Rare Earth,3579302196,605223691,421262196,581200,3458753,3390953,2015-01-26,Northern Rare Earth,27.12,27.48,25.95,26.12,25.94,1.18,4.549,7.5086,111088115,2989483033,65685833280,40123222441
600111,Northern Rare Earth,3523094025,342701766,385681001,534400,1451060,1502360,2015-01-27,Northern Rare Earth,26.77,27.2,26.23,27.18,27.12,-0.35,-1.2906,4.9929,73868987,1969416704,64838117880,39605407992
600111,Northern Rare Earth,3510266515,242591918,259482408,541800,1231501,1222301,2015-01-28,Northern Rare Earth,26.26,26.95,26.11,26.6,26.77,-0.51,-1.9051,3.0546,45191659,1195160614,63602875440,38850878366
600111,Northern Rare Earth,3500402800,242422054,252285769,536900,1845100,1850000,2015-01-29,Northern Rare Earth,26.27,26.95,26.02,26.2,26.26,0.01,0.0381,3.6199,53555429,1419802342,63627095880,38865673065
600111,Northern Rare Earth,3467549827,251733659,284586632,536800,2764269,2764369,2015-01-30,Northern Rare Earth,26.35,27.12,26.3,26.33,26.27,0.08,0.3045,3.682,54473821,1451335941,63820859400,38984030653
600111,Northern Rare Earth,3458488303,247879022,256940546,471900,2600721,2665621,2015-02-02,Northern Rare Earth,25.28,26,25.21,26,26.35,-1.07,-4.0607,3.3657,49794219,1271743007,61229272320,37400997909
600111,Northern Rare Earth,3497763279,255235572,215960596,464200,1310643,1318343,2015-02-03,Northern Rare Earth,25.59,25.68,24.9,25.38,25.28,0.31,1.2263,3.1877,47160723,1189306061,61980105960,37859633564
600111,Northern Rare Earth,3473363683,189755500,214155096,504100,984907,945007,2015-02-04,Northern Rare Earth,25.15,25.8,25.1,25.75,25.59,-0.44,-1.7194,2.3648,34986281,890076474,60914406600,37208666828
600111,Northern Rare Earth,3449762182,197274351,220875852,426600,763930,841430,2015-02-05,Northern Rare Earth,24.7,25.6,24.68,25.5,25.15,-0.45,-1.7893,2.8729,42503337,1066524949,59824486800,36542905394
600111,Northern Rare Earth,3421005488,167838878,196595572,329800,1100100,1196900,2015-02-06,Northern Rare Earth,24.14,24.92,24,24.72,24.7,-0.56,-2.2672,2.4308,35962861,873652466,58468142160,35714402276
600111,Northern Rare Earth,3421484672,124012780,123533596,344700,1938894,1923994,2015-02-09,Northern Rare Earth,24.36,24.55,24.09,24.2,24.14,0.22,0.9114,1.7657,26122793,635151773,59000991840,36039885643
