The underlying securities code,The underlying securities referred to,Today financing balance (yuan),Today financing the purchase amount (yuan),Today financing repayments (yuan),Today's trading margin,Today the amount of short selling,Today margin to repay the amount,date,name,Closing price,Highest Price,Lowest,Opening price,Before closing,Change Amount,Quote change,Turnover,Volume,Turnover,The total market capitalization,Market capitalization
600111,Northern Rare Earth,2408925244,116296452,99802007,406300,89000,354150,2016-11-25,Northern Rare Earth,13.26,13.32,13.01,13.29,13.32,-0.06,-0.4505,0.8149,29604303,389899118,48174455160,48174455160
600111,Northern Rare Earth,2415576412,154377785,147726617,544997,231497,92800,2016-11-28,Northern Rare Earth,13.5,13.53,13.23,13.33,13.26,0.24,1.81,1.3683,49709945,667137296,49046391000,49046391000
600111,Northern Rare Earth,2376882984,95851859,134545287,311200,15000,248797,2016-11-29,Northern Rare Earth,13.27,13.45,13.27,13.43,13.5,-0.23,-1.7037,1.0377,37699509,502742528,48210785820,48210785820
600111,Northern Rare Earth,2358810357,110194766,128267393,318900,23900,16200,2016-11-30,Northern Rare Earth,12.99,13.22,12.9,13.2,13.27,-0.28,-2.11,1.0515,38202026,498309231,47193527340,47193527340
600111,Northern Rare Earth,2358931363,61958251,61837245,355600,40000,3300,2016-12-01,Northern Rare Earth,13.07,13.14,12.99,12.99,12.99,0.08,0.6159,0.5002,18173366,237559754,47484172620,47484172620
600111,Northern Rare Earth,2328932118,50038025,80037270,451542,150542,54600,2016-12-02,Northern Rare Earth,12.76,13.08,12.75,13.08,13.07,-0.31,-2.3718,0.6753,24532438,316055442,46357922160,46357922160
600111,Northern Rare Earth,2306499867,28547296,50979547,324700,24900,151742,2016-12-05,Northern Rare Earth,12.7,12.84,12.61,12.66,12.76,-0.06,-0.4702,0.4274,15526431,197494890,46139938200,46139938200
600111,Northern Rare Earth,2316709275,43190785,32981377,638600,320700,6800,2016-12-06,Northern Rare Earth,12.93,13,12.7,12.74,12.7,0.23,1.811,0.4877,17719383,227467970,46975543380,46975543380
600111,Northern Rare Earth,2302859515,44897212,58746972,494800,87300,231100,2016-12-07,Northern Rare Earth,13.01,13.05,12.89,12.98,12.93,0.08,0.6187,0.5482,19916251,258639176,47266188660,47266188660
600111,Northern Rare Earth,2297084660,58685773,64460628,427200,18900,86500,2016-12-08,Northern Rare Earth,12.96,13.15,12.92,13.02,13.01,-0.05,-0.3843,0.4921,17877554,232697289,47084535360,47084535360
600111,Northern Rare Earth,2329077211,79471023,47478471,388600,73800,112400,2016-12-09,Northern Rare Earth,12.98,13.1,12.86,12.89,12.96,0.02,0.1543,0.4593,16687624,216784125,47157196680,47157196680
600111,Northern Rare Earth,2289529230,97162033,137482384,452200,177200,113600,2016-12-12,Northern Rare Earth,12.65,13.32,12.54,13.25,12.98,-0.33,-2.5424,1.251,45448539,589170225,45958284900,45958284900
600111,Northern Rare Earth,2289316108,58366379,58579501,540950,346950,258200,2016-12-13,Northern Rare Earth,12.85,13.07,12.41,12.55,12.65,0.2,1.581,0.889,32298348,411419564,46684898100,46684898100
600111,Northern Rare Earth,2231886985,50446856,107875979,363700,131100,308350,2016-12-14,Northern Rare Earth,12.55,12.81,12.37,12.71,12.85,-0.3,-2.3346,0.768,27901518,351355893,45594978300,45594978300
600111,Northern Rare Earth,2239280414,37027710,29634281,300900,23800,86600,2016-12-15,Northern Rare Earth,12.62,12.75,12.46,12.49,12.55,0.07,0.5578,0.3923,14251011,179537459,45849292920,45849292920
600111,Northern Rare Earth,2242788920,30971241,27462735,253500,19000,66400,2016-12-16,Northern Rare Earth,12.53,12.64,12.47,12.64,12.62,-0.09,-0.7132,0.4439,16128234,201974479,45522316980,45522316980
600111,Northern Rare Earth,2253416756,66321514,54829222,469600,217600,1500,2016-12-19,Northern Rare Earth,12.75,12.88,12.53,12.62,12.53,0.22,1.7558,0.712,25866415,329830901,46321591500,46321591500
600111,Northern Rare Earth,2233918037,27239698,46738417,373900,48800,144500,2016-12-20,Northern Rare Earth,12.69,12.81,12.54,12.75,12.75,-0.06,-0.4706,0.4449,16163980,204891480,46103607540,46103607540
600111,Northern Rare Earth,2238345822,47748694,43320909,424800,149000,98100,2016-12-21,Northern Rare Earth,12.77,12.85,12.68,12.71,12.69,0.08,0.6304,0.4391,15952333,203413560,46394252820,46394252820
600111,Northern Rare Earth,2230302367,27121997,35165452,277900,4200,151100,2016-12-22,Northern Rare Earth,12.67,12.77,12.57,12.77,12.77,-0.1,-0.7831,0.3559,12931273,163658487,46030946220,46030946220
600111,Northern Rare Earth,2226757124,25913597,29458840,388300,111400,1000,2016-12-23,Northern Rare Earth,12.53,12.68,12.47,12.67,12.67,-0.14,-1.105,0.3859,14021441,175799962,45522316980,45522316980
600111,Northern Rare Earth,2211002044,19132953,34888033,390200,33300,31400,2016-12-26,Northern Rare Earth,12.52,12.53,12.35,12.5,12.53,-0.01,-0.0798,0.358,13005990,161596319,45485986320,45485986320
600111,Northern Rare Earth,2205942319,19615453,24675178,377700,11100,23600,2016-12-27,Northern Rare Earth,12.51,12.6,12.47,12.49,12.52,-0.01,-0.0799,0.2553,9273999,116313510,45449655660,45449655660
600111,Northern Rare Earth,2204289165,18267234,19920388,393700,44400,28400,2016-12-28,Northern Rare Earth,12.4,12.57,12.39,12.49,12.51,-0.11,-0.8793,0.2773,10072883,125556764,45050018400,45050018400
600111,Northern Rare Earth,2182674345,24586806,46201626,297600,37100,133200,2016-12-29,Northern Rare Earth,12.28,12.47,12.25,12.41,12.4,-0.12,-0.9677,0.3481,12646367,156526581,44614050480,44614050480
600111,Northern Rare Earth,2177324504,19063750,24471766,307400,11500,1700,2016-12-30,Northern Rare Earth,12.27,12.36,12.18,12.3,12.28,-0.01,-0.0814,0.3134,11385313,139757117,44577719820,44577719820
600111,Northern Rare Earth,2177878560,29004151,28450095,341350,37950,4000,2017-01-03,Northern Rare Earth,12.43,12.46,12.33,12.35,12.27,0.16,1.304,0.355,12895901,160200554,45159010380,45159010380
600111,Northern Rare Earth,2190683590,40626331,27821301,390800,97700,48250,2017-01-04,Northern Rare Earth,12.54,12.56,12.39,12.42,12.43,0.11,0.885,0.358,13007630,162560270,45558647640,45558647640
600111,Northern Rare Earth,2189506685,29581782,30758687,399500,22400,13700,2017-01-05,Northern Rare Earth,12.51,12.57,12.46,12.57,12.54,-0.03,-0.2392,0.3448,12527447,156586432,45449655660,45449655660
600111,Northern Rare Earth,2177453260,25169402,37222827,492200,121500,28800,2017-01-06,Northern Rare Earth,12.44,12.54,12.39,12.54,12.51,-0.07,-0.5596,0.3373,12254499,152521370,45195341040,45195341040
600111,Northern Rare Earth,2172630700,22357875,27180435,394000,23900,122100,2017-01-09,Northern Rare Earth,12.46,12.49,12.38,12.44,12.44,0.02,0.1608,0.2697,9798895,121804238,45268002360,45268002360
600111,Northern Rare Earth,2180768074,61046142,52908768,499500,107600,2100,2017-01-10,Northern Rare Earth,12.5,12.57,12.4,12.45,12.46,0.04,0.321,0.4475,16257491,202987898,45413325000,45413325000
600111,Northern Rare Earth,2171161022,37020948,46628000,465900,63500,97100,2017-01-11,Northern Rare Earth,12.45,12.57,12.4,12.5,12.5,-0.05,-0.4,0.4007,14557642,181676746,45231671700,45231671700
600111,Northern Rare Earth,2150003024,29187000,50344998,470100,39200,35000,2017-01-12,Northern Rare Earth,12.21,12.46,12.16,12.43,12.45,-0.24,-1.9277,0.4474,16253589,199985177,44359735860,44359735860
600111,Northern Rare Earth,2125856008,33145749,57292765,475400,45600,40300,2017-01-13,Northern Rare Earth,12.07,12.25,12.01,12.21,12.21,-0.14,-1.1466,0.4374,15890801,192765102,43851106620,43851106620
600111,Northern Rare Earth,2066164242,35433831,95125597,544200,138900,70100,2017-01-16,Northern Rare Earth,12.18,12.28,11.65,12,12.07,0.11,0.9114,1.079,39201340,467375559,44250743880,44250743880
600111,Northern Rare Earth,2066170299,21438780,20750453,501400,59500,102300,2017-01-17,Northern Rare Earth,12.07,12.12,11.89,12.12,12.18,-0.11,-0.9031,0.2638,9585140,115224008,43851106620,43851106620
600111,Northern Rare Earth,2068480977,14703525,12392847,488400,37700,50700,2017-01-18,Northern Rare Earth,12,12.11,11.99,12.07,12.07,-0.07,-0.58,0.2011,7306801,87915590,43596792000,43596792000
600111,Northern Rare Earth,2061502364,15677262,22655875,472884,78808,94324,2017-01-19,Northern Rare Earth,11.93,12.04,11.91,12,12,-0.07,-0.5833,0.2177,7910625,94593957,43342477380,43342477380
600111,Northern Rare Earth,2058081809,16939072,20272836,388876,3000,87008,2017-01-20,Northern Rare Earth,12.02,12.03,11.91,11.93,11.93,0.09,0.7544,0.2247,8162681,97948432,43669453320,43669453320
600111,Northern Rare Earth,2063054586,31184711,26211934,497676,138600,29800,2017-01-23,Northern Rare Earth,12.13,12.25,12.04,12.06,12.02,0.11,0.9151,0.3459,12567741,152563776,44069090580,44069090580
600111,Northern Rare Earth,2054110332,21174411,30118665,357076,7300,147900,2017-01-24,Northern Rare Earth,12.08,12.15,12.03,12.14,12.13,-0.05,-0.4122,0.2059,7480534,90396891,43887437280,43887437280
600111,Northern Rare Earth,2045768774,18341807,26683365,350176,0,6900,2017-01-25,Northern Rare Earth,12.14,12.17,12.05,12.07,12.08,0.06,0.4967,0.2256,8195582,99441439,44105421240,44105421240
600111,Northern Rare Earth,2038573242,63998243,71193775,496976,229000,82200,2017-01-26,Northern Rare Earth,12.5,12.57,12.13,12.15,12.14,0.36,2.9654,0.8422,30598709,379864492,45413325000,45413325000
600111,Northern Rare Earth,2056008135,42963254,25528361,438976,33500,91500,2017-02-03,Northern Rare Earth,12.42,12.58,12.38,12.46,12.5,-0.08,-0.64,0.4229,15364977,191461414,45122679720,45122679720
600111,Northern Rare Earth,2069703779,38397555,24701911,314776,50900,175100,2017-02-06,Northern Rare Earth,12.4,12.46,12.3,12.43,12.42,-0.02,-0.161,0.3415,12406319,153514810,45050018400,45050018400
600111,Northern Rare Earth,2053550823,24044194,40197150,279176,10000,45600,2017-02-07,Northern Rare Earth,12.46,12.52,12.37,12.42,12.4,0.06,0.4839,0.3651,13263043,165053361,45268002360,45268002360
600111,Northern Rare Earth,2056159547,25240889,22632165,289000,21400,11576,2017-02-08,Northern Rare Earth,12.46,12.48,12.34,12.46,12.46,0.0,0.0,0.3105,11281511,140052176,45268002360,45268002360
600111,Northern Rare Earth,2064377266,51918387,43700668,474200,214700,29500,2017-02-09,Northern Rare Earth,12.52,12.53,12.42,12.47,12.46,0.06,0.4815,0.5953,21627273,269909601,45485986320,45485986320
600111,Northern Rare Earth,2055799110,65755825,74333981,346100,32000,160100,2017-02-10,Northern Rare Earth,12.56,12.64,12.46,12.51,12.52,0.04,0.3195,0.6789,24664486,309481739,45631308960,45631308960
600111,Northern Rare Earth,2067355475,88877959,77321594,580400,280700,46400,2017-02-13,Northern Rare Earth,12.63,12.85,12.58,12.6,12.56,0.07,0.5573,1.0474,38053047,483600778,45885623580,45885623580
600111,Northern Rare Earth,2059479733,39630722,47506464,337000,18300,261700,2017-02-14,Northern Rare Earth,12.64,12.64,12.5,12.62,12.63,0.01,0.0792,0.5827,21169992,266283255,45921954240,45921954240
600111,Northern Rare Earth,2023930825,34199585,69646834,362300,32300,7000,2017-02-15,Northern Rare Earth,12.44,12.68,12.42,12.61,12.64,-0.2,-1.5823,0.667,24232659,304143660,45195341040,45195341040
600111,Northern Rare Earth,2028841885,190075453,185164393,910300,730400,182400,2017-02-16,Northern Rare Earth,12.98,13.18,12.54,12.54,12.44,0.54,4.3408,2.3288,84608466,1092926173,47157196680,47157196680
600111,Northern Rare Earth,2032901263,87101752,83042374,234900,15600,691000,2017-02-17,Northern Rare Earth,12.76,12.89,12.72,12.88,12.98,-0.22,-1.6949,1.0424,37871074,484204084,46357922160,46357922160
600111,Northern Rare Earth,2032815074,54087374,54173563,225300,0,9600,2017-02-20,Northern Rare Earth,12.83,12.88,12.7,12.74,12.76,0.07,0.5486,0.6187,22476154,287451083,46612236780,46612236780
600111,Northern Rare Earth,2037369959,87232422,82677537,688000,484200,21500,2017-02-21,Northern Rare Earth,12.9,13,12.76,12.83,12.83,0.07,0.5456,0.8947,32504641,418473605,46866551400,46866551400
600111,Northern Rare Earth,2025239214,47712930,59843675,261800,38100,464300,2017-02-22,Northern Rare Earth,12.9,13.02,12.85,12.92,12.9,0.0,0.0,0.6328,22989302,297012820,46866551400,46866551400
600111,Northern Rare Earth,2038887400,87262671,73614485,519300,313350,55850,2017-02-23,Northern Rare Earth,12.9,13.06,12.79,12.9,12.9,0.0,0.0,0.8245,29953381,387084033,46866551400,46866551400
600111,Northern Rare Earth,2025762247,45095080,58220233,318550,28800,229550,2017-02-24,Northern Rare Earth,12.82,12.85,12.71,12.84,12.9,-0.08,-0.6202,0.5716,20765590,265040987,46575906120,46575906120
600111,Northern Rare Earth,2016520004,28233888,37476131,303450,11800,26900,2017-02-27,Northern Rare Earth,12.78,12.89,12.71,12.82,12.82,-0.04,-0.312,0.4277,15537838,198599518,46430583480,46430583480
600111,Northern Rare Earth,2038371642,72447873,48833770,436941,208891,75400,2017-02-28,Northern Rare Earth,12.88,12.98,12.74,12.78,12.78,0.1,0.7825,0.5937,21568908,277761617,46793890080,46793890080
600111,Northern Rare Earth,2029036046,69256879,78592475,404550,123400,155791,2017-03-01,Northern Rare Earth,12.92,13.05,12.81,12.88,12.88,0.04,0.3106,0.8884,32274620,418147532,46939212720,46939212720
600111,Northern Rare Earth,2033290272,109020288,104766062,622050,286400,68900,2017-03-02,Northern Rare Earth,12.97,13.27,12.91,12.94,12.92,0.05,0.387,1.3874,50403455,660356307,47120866020,47120866020
600111,Northern Rare Earth,2039460227,50135574,43965619,297350,6700,331400,2017-03-03,Northern Rare Earth,12.89,12.91,12.76,12.81,12.97,-0.08,-0.6168,0.6456,23454583,301118850,46830220740,46830220740
600111,Northern Rare Earth,2021745796,34404626,52119057,310750,64400,51000,2017-03-06,Northern Rare Earth,12.95,13.06,12.89,12.96,12.89,0.06,0.4655,0.562,20418770,264599023,47048204700,47048204700
600111,Northern Rare Earth,2033255054,52115971,40606713,347150,98400,62000,2017-03-07,Northern Rare Earth,12.83,12.97,12.77,12.94,12.95,-0.12,-0.9266,0.5877,21350031,273982147,46612236780,46612236780
600111,Northern Rare Earth,2028055777,36200991,41400268,371850,38300,13600,2017-03-08,Northern Rare Earth,12.71,12.84,12.68,12.83,12.83,-0.12,-0.9353,0.4514,16401209,208778087,46176268860,46176268860
600111,Northern Rare Earth,2017077861,23837409,34815325,326650,1900,47100,2017-03-09,Northern Rare Earth,12.63,12.71,12.6,12.68,12.71,-0.08,-0.6294,0.3829,13909358,175827315,45885623580,45885623580
600111,Northern Rare Earth,2006210582,19638555,30505834,438050,111400,0,2017-03-10,Northern Rare Earth,12.65,12.7,12.59,12.61,12.63,0.02,0.1584,0.2781,10104403,127828525,45958284900,45958284900
600111,Northern Rare Earth,2010174965,50400164,46435781,508350,180700,110400,2017-03-13,Northern Rare Earth,12.82,12.83,12.58,12.63,12.65,0.17,1.3439,0.5356,19457833,247881161,46575906120,46575906120
600111,Northern Rare Earth,1999797465,42553792,52931292,383750,11200,135800,2017-03-14,Northern Rare Earth,12.82,12.94,12.8,12.91,12.82,0.0,0.0,0.5339,19396036,249249528,46575906120,46575906120
600111,Northern Rare Earth,1994642626,28834907,33689404,369650,36300,50400,2017-03-15,Northern Rare Earth,12.74,12.87,12.7,12.78,12.82,-0.08,-0.624,0.403,14640278,186915638,46285260840,46285260840
600111,Northern Rare Earth,2006608091,60954286,48988821,537750,310100,142000,2017-03-16,Northern Rare Earth,12.9,12.93,12.75,12.79,12.74,0.16,1.2559,0.6776,24618287,316506511,46866551400,46866551400
600111,Northern Rare Earth,1996219000,65750655,76139746,389606,113856,262000,2017-03-17,Northern Rare Earth,12.81,13.04,12.8,12.92,12.9,-0.09,-0.6977,0.8413,30563475,395271037,46539575460,46539575460
600111,Northern Rare Earth,1990687158,45794596,51301095,518750,214300,85156,2017-03-20,Northern Rare Earth,12.81,12.93,12.72,12.85,12.81,0.0,0.0,0.5632,20462275,262454857,46539575460,46539575460
600111,Northern Rare Earth,1979538974,27863783,39011967,348650,300,170400,2017-03-21,Northern Rare Earth,12.7,12.82,12.67,12.82,12.81,-0.11,-0.8587,0.4407,16009542,203607370,46139938200,46139938200
600111,Northern Rare Earth,1968635534,29422144,40325584,240950,11100,118800,2017-03-22,Northern Rare Earth,12.66,12.74,12.56,12.65,12.7,-0.04,-0.315,0.3464,12585338,159151894,45994615560,45994615560
600111,Northern Rare Earth,1971126619,38546836,36055751,337250,108800,12500,2017-03-23,Northern Rare Earth,12.53,12.71,12.5,12.63,12.66,-0.13,-1.0269,0.4752,17265543,217077827,45522316980,45522316980
600111,Northern Rare Earth,1975756722,49567015,45805240,303350,56800,90700,2017-03-24,Northern Rare Earth,12.45,12.58,12.33,12.57,12.53,-0.08,-0.6385,0.6076,22073469,274694187,45231671700,45231671700
600111,Northern Rare Earth,1941508656,22671761,56919827,221150,5500,87700,2017-03-27,Northern Rare Earth,12.37,12.5,12.3,12.4,12.45,-0.08,-0.6426,0.3641,13226507,163708699,44941026420,44941026420
600111,Northern Rare Earth,1931968454,13348839,23195688,184350,5700,42500,2017-03-28,Northern Rare Earth,12.42,12.44,12.33,12.35,12.37,0.05,0.4042,0.2406,8741040,108436102,45122679720,45122679720
600111,Northern Rare Earth,1893642329,16180608,54506733,171950,10200,22600,2017-03-29,Northern Rare Earth,12.37,12.48,12.36,12.43,12.42,-0.05,-0.4026,0.2971,10793966,134012339,44941026420,44941026420
600111,Northern Rare Earth,1896516328,46627815,43753816,248850,91600,14700,2017-03-30,Northern Rare Earth,12.07,12.38,12.03,12.37,12.37,-0.3,-2.4252,0.6024,21885531,265613510,43851106620,43851106620
600111,Northern Rare Earth,1885542830,21034136,32007634,224950,36300,60200,2017-03-31,Northern Rare Earth,12.11,12.17,12.05,12.1,12.07,0.04,0.3314,0.3169,11512511,139470286,43996429260,43996429260
600111,Northern Rare Earth,1865898720,31391334,51035444,459150,313200,79000,2017-04-05,Northern Rare Earth,12.36,12.47,12.09,12.11,12.11,0.25,2.0644,0.5541,20130370,248659969,44904695760,44904695760
600111,Northern Rare Earth,1871469508,19783743,14212955,214250,2500,247400,2017-04-06,Northern Rare Earth,12.35,12.43,12.31,12.37,12.36,-0.01,-0.0809,0.2531,9194920,113613786,44868365100,44868365100
600111,Northern Rare Earth,1850750785,31160507,51879230,370750,194000,37500,2017-04-07,Northern Rare Earth,12.38,12.53,12.35,12.41,12.35,0.03,0.2429,0.4698,17068271,212230073,44977357080,44977357080
600111,Northern Rare Earth,1843159639,31671841,39410921,296350,44000,118400,2017-04-10,Northern Rare Earth,12.21,12.4,12.18,12.4,12.38,-0.17,-1.3732,0.3787,13758885,168318207,44359735860,44359735860
600111,Northern Rare Earth,1838374117,33256536,38042058,284421,118371,130300,2017-04-11,Northern Rare Earth,12.3,12.3,12.09,12.22,12.21,0.09,0.7371,0.4436,16115720,196181458,44686711800,44686711800
600111,Northern Rare Earth,1848786381,59692190,49279926,473650,368600,179371,2017-04-12,Northern Rare Earth,12.48,12.63,12.19,12.28,12.3,0.18,1.4634,0.8898,32326017,402103502,45340663680,45340663680
600111,Northern Rare Earth,1837570131,35648591,46741645,257650,34600,250600,2017-04-13,Northern Rare Earth,12.53,12.56,12.38,12.5,12.48,0.05,0.4006,0.5947,21604785,269353602,45522316980,45522316980
600111,Northern Rare Earth,1836808615,85696908,86458424,691350,507700,74000,2017-04-14,Northern Rare Earth,12.63,12.88,12.5,12.59,12.53,0.1,0.7981,1.3392,48653942,619225292,45885623580,45885623580
600111,Northern Rare Earth,1835461034,43316662,44664243,402450,89900,378800,2017-04-17,Northern Rare Earth,12.73,12.75,12.4,12.6,12.63,0.1,0.7918,0.8147,29599892,371488134,46248930180,46248930180
